noise_fraction,n_basis,seed_pair_index,validation_observed_nrmse_seed_mean,test_hidden_nrmse_3d_seed_mean,test_latent_nrmse_radial_seed_mean,test_hidden_nrmse_tangential_seed_mean,effective_degrees_of_freedom_seed_mean,selector_agreement_seed_mean
0.0,771,2,0.1775380359164813,0.4713227709162392,0.1779032054771692,0.5953063549398131,569.4057310070311,1.0
0.0,771,3,0.1726067426255955,0.5657869147175696,0.1768109861110192,0.7430545401755674,766.7803917156057,0.0
0.0,771,4,0.1984510818580114,0.4649744723905501,0.1619010176941781,0.5988950308878629,570.6111543469486,1.0
0.0,899,0,0.1691115938537187,0.5433982433219714,0.1570809209529947,0.7180719111650151,893.5244131558363,0.0
0.0,899,1,0.1662003797121608,0.5738212837142721,0.1793893892890496,0.7427023965281706,892.2963383678975,0.0
0.0,899,2,0.1663185745221036,0.5216292388100737,0.153904058929528,0.6667435063714321,892.3083297894352,0.0
0.0,899,3,0.1652872690216,0.5527068028437293,0.1635622359016109,0.7275788156623653,892.400689266324,0.0
0.0,899,4,0.1739375747329293,0.5394680192915309,0.1422287192317345,0.7029207995298147,892.3223377071397,0.0
0.0,1027,0,0.156151851314973,0.5241370024051508,0.1387540292578784,0.6947927791672497,1017.1095266699788,0.0
0.0,1027,1,0.157580588728645,0.5399517531064788,0.165604337783611,0.699436864896942,1016.8780994536792,0.0
0.0,1027,2,0.1482487076872133,0.5170728718302979,0.1446758893029333,0.6621491413611778,1016.9363983749932,0.0
0.0,1027,3,0.1518140905009753,0.5324208922773951,0.1460093380061123,0.7028808123406858,1017.0531806927062,0.0
0.0,1027,4,0.1547644863698883,0.5219990098514993,0.1284954884719886,0.6814966119833998,1016.9510971582932,0.0
0.0,1283,0,0.13982308353268,0.5040596339786947,0.1232068435625768,0.6697765168654716,1262.4271240271248,0.0
0.0,1283,1,0.141304001177114,0.5487030389182453,0.155624077124015,0.7129293191879137,1261.9665978114708,0.0
0.0,1283,2,0.124407595571441,0.5230205152913092,0.1430006962233314,0.6702660772692078,1262.0523250923738,0.0
0.0,1283,3,0.1466233311083113,0.5106333871913857,0.1347270242629218,0.6749860394175778,1262.3416983008626,0.0
0.0,1283,4,0.1386554194612151,0.5025443660047549,0.1277612107769986,0.6555146095000023,1262.1213541804016,0.0
0.0,1539,0,0.1312499265476117,0.5054902698630048,0.1156492058458603,0.672823021933062,1499.8329915494755,0.0
0.0,1539,1,0.1342030262095739,0.5504087265058554,0.1494002679480434,0.7162169385108239,1499.109040102478,0.0
0.0,1539,2,0.1181564955685771,0.514496137645386,0.1388293481720922,0.6596126202033107,1499.0012449088322,0.0
0.0,1539,3,0.1326017607963488,0.5080699329615763,0.1266861573990174,0.672744810446119,1499.5811340277562,0.0
0.0,1539,4,0.1343481939145365,0.4949557443889099,0.1216269798644675,0.646220117094646,1499.3006313380404,0.0
0.0,1795,0,0.132639489635939,0.4967050352030668,0.1135410329466057,0.6611433482904115,1725.0299906556916,0.0
0.0,1795,1,0.1349325069964141,0.5487854427574145,0.142235492917252,0.7151299214244052,1723.61150008328,0.0
0.0,1795,2,0.1225347708429171,0.4472916616500179,0.1249250721499358,0.5728235398027267,905.648668890005,1.0
0.0,1795,3,0.1275175069666084,0.5019440906796506,0.1238456415975878,0.6648310075710532,1724.0612476452245,0.0
0.0,1795,4,0.1320673079520644,0.4903646481835275,0.1177825581469508,0.6406048689678813,1723.8848509077066,0.0
0.0,2050,0,0.1404031687730176,0.4931084248452397,0.1127487909726754,0.6563518683849779,1930.8193645595147,0.0
0.0,2050,1,0.1320711823956958,0.5487765178765841,0.1449540549565254,0.7147093025516954,1929.083942215492,0.0
0.0,2050,2,0.1224869957494751,0.4461826100473154,0.1236557564598298,0.5715479333563923,945.5675652802834,1.0
0.0,2050,3,0.1248084787605749,0.5035144037625493,0.1213154894377503,0.6673421916139292,1929.431707890198,0.0
0.0,2050,4,0.1270098190176016,0.4836186048137924,0.1141264775664376,0.6320701032840362,1929.693816832624,0.0
0.05,3,0,0.9734608005666425,1.0687024711034894,0.9745431168054411,1.1396409465094122,2.9999999968579707,1.0
