loss_name,loss_label,n_basis,n_diffusion_modes,n_seeds,weighted_validation_nrmse_radial_mean,weighted_validation_nrmse_radial_std,weighted_validation_nrmse_radial_sem,unweighted_validation_nrmse_radial_mean,unweighted_validation_nrmse_radial_std,unweighted_validation_nrmse_radial_sem,weighted_validation_nrmse_tangential_mean,weighted_validation_nrmse_tangential_std,weighted_validation_nrmse_tangential_sem,weighted_validation_nrmse_3d_mean,weighted_validation_nrmse_3d_std,weighted_validation_nrmse_3d_sem
optimized_gamma0p75_cap20,"Radial-CV weighted ($\gamma=0.75$, cap 20)",1027,1024,10,0.13794767268195943,0.00723688439591509,0.0022885037854423426,0.11579984713001641,0.006072301144640269,0.00192023022555108,0.43911474753376345,0.02051991001917839,0.006488965304231312,0.3684689514324456,0.015646019658378803,0.004947705843624658
optimized_gamma0p75_cap20,"Radial-CV weighted ($\gamma=0.75$, cap 20)",1283,1280,10,0.11708913380837996,0.007066308409128708,0.0022345629222047672,0.09676089122938654,0.004567368120492815,0.0014443286173199666,0.3946021382371453,0.021017947272934958,0.006646458512379912,0.33024185741954226,0.015619380464457194,0.004939281790842339
optimized_gamma0p75_cap20,"Radial-CV weighted ($\gamma=0.75$, cap 20)",1539,1536,10,0.09836480281684228,0.007079239068818408,0.002238651955831565,0.08355239595637103,0.006424180441899837,0.002031504229631048,0.36082368690771693,0.018139438421439027,0.00573619408881166,0.3010070139654485,0.01407691735276242,0.00445151212686772
optimized_gamma0p75_cap20,"Radial-CV weighted ($\gamma=0.75$, cap 20)",1795,1792,10,0.08543771442197522,0.006745324267693723,0.002133058824231949,0.0753942650602186,0.011854815195655292,0.0037488217258645363,0.331031748430043,0.04896946187412287,0.015485503531500591,0.2756325555896626,0.03951187213795709,0.01249475105732911
optimized_gamma0p75_cap20,"Radial-CV weighted ($\gamma=0.75$, cap 20)",2050,2047,10,0.07736672343091885,0.006999718823093874,0.0022135054461729854,0.07251983663484442,0.013679890773514811,0.004325961298662941,0.3335069674481316,0.05527590656568417,0.017479776447821768,0.2768107183238292,0.044380314672465074,0.014034287763997923
optimized_gamma0p75_cap20,"Radial-CV weighted ($\gamma=0.75$, cap 20)",2307,2304,10,0.07268540317072207,0.006752481097332221,0.0021353220124802944,0.06399893255214177,0.00383731510008946,0.0012134655816039687,0.3097213103324381,0.011970515827599618,0.003785409478231027,0.2571897875226776,0.00893422469074647,0.002825249915047231
optimized_gamma0p75_cap20,"Radial-CV weighted ($\gamma=0.75$, cap 20)",2562,2559,10,0.07039058071017415,0.007432924501654327,0.002350497110129966,0.06603464610860846,0.015104779307067958,0.004776550616451461,0.32435660428182855,0.060967244533058094,0.019279535538891234,0.2688258238922653,0.04957173336347225,0.01567595849911318
optimized_gamma0p75_cap20,"Radial-CV weighted ($\gamma=0.75$, cap 20)",2818,2815,10,0.06852327139021253,0.007465697118448702,0.002360860721525377,0.06598176135307772,0.015618234794580363,0.0049389194982165955,0.33048452542099355,0.06233557139265702,0.01971223848488304,0.2736561445714008,0.05085101660428326,0.016080503380457627
optimized_gamma0p75_cap20,"Radial-CV weighted ($\gamma=0.75$, cap 20)",3074,3071,10,0.06770527761723474,0.007666828013572383,0.0024244638951673057,0.06667861314221207,0.014867569524903316,0.004701538296960196,0.34082713983806384,0.06176404090935964,0.019531504676939385,0.28196994362930783,0.05035269180053698,0.01592291924101816
optimized_gamma0p75_cap20,"Radial-CV weighted ($\gamma=0.75$, cap 20)",3330,3327,10,0.06773406350930979,0.00753318392538472,0.002382201923718364,0.0679873692601432,0.01404318390967264,0.004440844675519383,0.34817558675804183,0.06013553834453929,0.019016526948913554,0.28792551724002285,0.04898292499225206,0.015489760943270207
optimized_gamma0p75_cap20,"Radial-CV weighted ($\gamma=0.75$, cap 20)",3586,3583,10,0.0677218629505629,0.007280294707315455,0.0023022313312385753,0.06820539830630581,0.013867826889974068,0.004385391916924733,0.35485490821102006,0.05858524464939712,0.018526281037028757,0.29333306989926494,0.04755622558144738,0.015038598975813902
optimized_gamma0p75_cap20,"Radial-CV weighted ($\gamma=0.75$, cap 20)",3842,3839,10,0.0677389709521719,0.007256061463025354,0.002294568106533376,0.07168267739073485,0.013881554860562327,0.004389733082395803,0.35194246647594335,0.059275907909673915,0.018744687936895994,0.29096894096873605,0.04816869896118628,0.015232280064433518
optimized_gamma0p75_cap20,"Radial-CV weighted ($\gamma=0.75$, cap 20)",4098,4095,10,0.06734546318455749,0.007199841640166518,0.002276789837544864,0.07071141376231718,0.014562185717194176,0.004604967457670619,0.35235184195893227,0.059814418154079764,0.018914979828461638,0.2912674913400669,0.0485761035503459,0.015361112707528473
optimized_gamma0p75_cap20,"Radial-CV weighted ($\gamma=0.75$, cap 20)",4354,4351,10,0.0675128721870463,0.0071042210150942895,0.0022465519408931397,0.0741554293502557,0.015839342156965322,0.005008839785473467,0.36099100796239625,0.059158559113107995,0.01870757898911319,0.298296420462499,0.04802485617793595,0.015186792982428622
previous_mock2_gamma1p00_cap50,"Previous Mock-2 ($\gamma=1$, cap 50)",3,0,10,0.9561148595598544,0.007838995165040384,0.002478907928857514,0.9069023582172789,0.00585332214371973,0.0018509829852853788,0.9029491033719079,0.006505714850062752,0.0020572876733779117,0.9207410360092554,0.004971296792940414,0.001572062079038218
previous_mock2_gamma1p00_cap50,"Previous Mock-2 ($\gamma=1$, cap 50)",35,32,10,0.7755802850985539,0.010506714652218892,0.003322514902647558,0.7117577789679176,0.026251525370201534,0.008301461222353175,0.8330220840707682,0.01208163020769252,0.0038205469304201513,0.8146139347318477,0.009400600728904295,0.002972730967717663
previous_mock2_gamma1p00_cap50,"Previous Mock-2 ($\gamma=1$, cap 50)",67,64,10,0.6211695676556617,0.015156504963576015,0.004792907705254759,0.5575656867020149,0.01622923025778245,0.0051321332285914146,0.7447709219561512,0.01858402424818335,0.005876784471605767,0.7067301451766775,0.01330205714248367,0.004206479813595934
previous_mock2_gamma1p00_cap50,"Previous Mock-2 ($\gamma=1$, cap 50)",131,128,10,0.5170136810523427,0.014332096656002633,0.004532206907865106,0.47251951127326264,0.01755341875319916,0.005550878398282239,0.6907212981317558,0.016240959353477087,0.0051358422943203275,0.638964200994443,0.012162301631180336,0.003846057474451101
previous_mock2_gamma1p00_cap50,"Previous Mock-2 ($\gamma=1$, cap 50)",259,256,10,0.3588566269023944,0.007973990441981483,0.0025215971837074225,0.3295780837099208,0.007889097882893971,0.002494751799395726,0.6910889751823432,0.014031563321771755,0.0044371699229676835,0.6025285262458895,0.01064998053960777,0.003367819554162963
previous_mock2_gamma1p00_cap50,"Previous Mock-2 ($\gamma=1$, cap 50)",387,384,10,0.2840777401376425,0.01061831693908513,0.003357806644505639,0.2714636809472407,0.010304277184482903,0.003258498554467301,0.6717827081805536,0.01712894336837298,0.005416647495609518,0.5741356823570904,0.013522291114550302,0.00427612391058358
previous_mock2_gamma1p00_cap50,"Previous Mock-2 ($\gamma=1$, cap 50)",514,511,10,0.23622803998863443,0.009693264264657542,0.0030652793038235017,0.21913261839465487,0.009725144031106438,0.0030753605711487746,0.6539254909853397,0.022638222157592137,0.007158834419488242,0.5527142607634016,0.01756588460938759,0.0055548204481361925
previous_mock2_gamma1p00_cap50,"Previous Mock-2 ($\gamma=1$, cap 50)",643,640,10,0.19137357593978627,0.007959462830652624,0.0025170031496313363,0.17412021366402866,0.0062045406882419,0.0019620480410033098,0.530752155559292,0.020085120592250174,0.006351472815066061,0.4485318297849415,0.015752274825526626,0.00498130667775956
previous_mock2_gamma1p00_cap50,"Previous Mock-2 ($\gamma=1$, cap 50)",771,768,10,0.17361202158612524,0.00684439009056845,0.0021643861880882437,0.16047657696377296,0.008786596664789622,0.002778565834197421,0.5484187188473653,0.025102074975314036,0.00793797309183073,0.46028087895297415,0.01933584717839505,0.006114531757266845
previous_mock2_gamma1p00_cap50,"Previous Mock-2 ($\gamma=1$, cap 50)",899,896,10,0.15605552561321334,0.006486569854506539,0.002051233494202768,0.14203706684220796,0.009312662411501619,0.0029449224300581354,0.4947346257552508,0.028479201541211745,0.009005914281320677,0.4151359783883172,0.021556569163609113,0.006816785709595566
previous_mock2_gamma1p00_cap50,"Previous Mock-2 ($\gamma=1$, cap 50)",1027,1024,10,0.13845452042957312,0.006629932194084346,0.0020965686465784054,0.132107222123964,0.01100868908684571,0.003481253156707162,0.49716629769159326,0.026575703310910286,0.008403975288335443,0.41509199320143175,0.020485658946110864,0.0064781341639114885
previous_mock2_gamma1p00_cap50,"Previous Mock-2 ($\gamma=1$, cap 50)",1283,1280,10,0.11775857028680306,0.006495637241864699,0.0020541008538506483,0.11032263563629174,0.008664167448656624,0.0027398503166844905,0.4405531168452601,0.0253356356301571,0.008011831455941181,0.3672464150043816,0.019093822368027386,0.00603799679216363
previous_mock2_gamma1p00_cap50,"Previous Mock-2 ($\gamma=1$, cap 50)",1539,1536,10,0.09930965921790673,0.006727020853905241,0.0021272707765791357,0.09642952228587141,0.009537024176412612,0.0030158718497555336,0.40168628200862305,0.019626778305803026,0.00620653225775183,0.33403891805315067,0.015070003786234704,0.0047655536311862895
previous_mock2_gamma1p00_cap50,"Previous Mock-2 ($\gamma=1$, cap 50)",1795,1792,10,0.0864788902836534,0.006413667035438693,0.0020281795985926136,0.0851613381959862,0.008370393588001906,0.002646950865015507,0.3607072953337681,0.021598238143498132,0.006829962598018071,0.2996850598174656,0.016805758940597625,0.005314447606002687
previous_mock2_gamma1p00_cap50,"Previous Mock-2 ($\gamma=1$, cap 50)",2050,2047,10,0.07864143818452893,0.006713830013759454,0.0021230994666679485,0.08472462559708548,0.0163147105382208,0.005159164466712927,0.36639204004952575,0.0625610689509109,0.019783547073971917,0.3035522375827181,0.05054447767019423,0.01598356725813347
previous_mock2_gamma1p00_cap50,"Previous Mock-2 ($\gamma=1$, cap 50)",2307,2304,10,0.07389998339436102,0.00650706744698922,0.00205771540208229,0.07606166088953556,0.006105175045880525,0.0019306258659005445,0.345607523535325,0.014362645728047857,0.004541867372671854,0.2863458051285107,0.010788038862017875,0.003411477429038743
previous_mock2_gamma1p00_cap50,"Previous Mock-2 ($\gamma=1$, cap 50)",2562,2559,10,0.07175850801308109,0.0072806557250620196,0.0023023454950740637,0.07826834467736936,0.015738098760763573,0.00497682381246863,0.3623963771488292,0.06810865835854389,0.02153784887912637,0.29978428494940357,0.055379258391120276,0.01751245916469319
previous_mock2_gamma1p00_cap50,"Previous Mock-2 ($\gamma=1$, cap 50)",2818,2815,10,0.06996283674641247,0.007286257100208275,0.002304116805423186,0.07832800431476494,0.015793639834832764,0.0049943874422437055,0.36903569524478064,0.06806180310367561,0.021523031946553226,0.3050598889521805,0.05551644186443963,0.0175558403879954
previous_mock2_gamma1p00_cap50,"Previous Mock-2 ($\gamma=1$, cap 50)",3074,3071,10,0.06930318430677787,0.007448572276137069,0.002355445370897779,0.07971816758887006,0.015543658157370738,0.004915336294834748,0.37903288140823654,0.06620976807169013,0.020937367045803533,0.3131188184393334,0.05393781833457739,0.01705663579576545
previous_mock2_gamma1p00_cap50,"Previous Mock-2 ($\gamma=1$, cap 50)",3330,3327,10,0.0694622185782615,0.0072300608729783025,0.0022863459980276774,0.08164009889233118,0.014927259364768207,0.004720413881674573,0.38599180065275923,0.06464004693351914,0.02044097763701031,0.31877586759675947,0.05260607905657241,0.01663550285896506
previous_mock2_gamma1p00_cap50,"Previous Mock-2 ($\gamma=1$, cap 50)",3586,3583,10,0.06935998230529919,0.007005334726908892,0.0022152813508905743,0.08119261825521495,0.01449932940796539,0.004585090547423136,0.3904147519189819,0.06307260400411883,0.019945308661087166,0.32234873119791696,0.05118625486750106,0.016186515027518354
previous_mock2_gamma1p00_cap50,"Previous Mock-2 ($\gamma=1$, cap 50)",3842,3839,10,0.06943966323416345,0.006998200511406307,0.002213025313859909,0.08511863039580683,0.015354352337050165,0.004855472538180788,0.38728750924801714,0.06414855458962167,0.020285554111085236,0.3198147057706544,0.052109227309082136,0.016478384540814645
previous_mock2_gamma1p00_cap50,"Previous Mock-2 ($\gamma=1$, cap 50)",4098,4095,10,0.06899857245522653,0.006902448463296391,0.0021827458575945737,0.08617119305019691,0.018236231794776462,0.0057668028410273915,0.38932716977372206,0.06540385229111784,0.02068251409891544,0.32143109764592925,0.053095140211196296,0.016790157575337385
previous_mock2_gamma1p00_cap50,"Previous Mock-2 ($\gamma=1$, cap 50)",4354,4351,10,0.0690825635424215,0.006738394892886804,0.002130867563516864,0.08688622028006657,0.0174610865031162,0.0055216803771071955,0.39485419824393214,0.06450716170899289,0.020398955639321727,0.32593318108103675,0.05232681840188736,0.016547192885997604
unweighted,Unweighted,3,0,10,1.0746891224697845,0.023663879858024692,0.007483175862793996,0.804982476315941,0.0161689667975814,0.005113076249199592,0.6324181731434467,0.007080594756038542,0.0022390806617726055,0.8049163186851358,0.014080793546520877,0.004452737886960605
unweighted,Unweighted,35,32,10,0.8343719098356601,0.013365734004215262,0.004226616205328278,0.607743981499866,0.012411158651584804,0.003924752974071213,0.623974830545125,0.007218385484082885,0.002282653915879902,0.7001139056924621,0.006311830529949703,0.001995976067962869
unweighted,Unweighted,67,64,10,0.6695950668445521,0.01982556486231338,0.006269394086431279,0.48197827630591805,0.015281623206616206,0.00483247356773931,0.5497995805501457,0.016817575863244085,0.005318184445052372,0.5920020659819232,0.01358556141092562,0.004296131735061569
unweighted,Unweighted,131,128,10,0.5596704064160741,0.01811152955458109,0.005727368530193113,0.40210685309536487,0.013463928863519818,0.004257668146320496,0.4746156239219264,0.010199093889484008,0.0032252366760675104,0.5041810028081897,0.009343030484827588,0.0029545256580442423
unweighted,Unweighted,259,256,10,0.38789451457444274,0.012450942266857154,0.003937333657852862,0.27296486268791315,0.00807948642285986,0.0025549579420643467,0.496690507269971,0.016334571129092194,0.0051654449369959625,0.4638484397135443,0.01281012590504209,0.004050917497345884
unweighted,Unweighted,387,384,10,0.30398390783567464,0.01509287106121438,0.004772784898468005,0.2126133257516599,0.008799563195450276,0.0027826662112212285,0.44981983199484865,0.012436849770528592,0.00393287721922128,0.4078633965935407,0.007922719345203076,0.0025053838393119536
unweighted,Unweighted,514,511,10,0.2519646452267731,0.012621195851297978,0.003991172568516942,0.175086709613459,0.007818725208091586,0.002472498005654338,0.45895407351980994,0.013540079080140465,0.004281748959204141,0.40293240708577827,0.010355014169436714,0.0032745429978736744
unweighted,Unweighted,643,640,10,0.20133389936804594,0.012010356473680765,0.0037980081967379353,0.1409796980696379,0.0067345297452340025,0.002129645296509293,0.37880549023812177,0.011245124103043493,0.003556020473687542,0.33121905571042226,0.0071627835104095695,0.002265071027959062
unweighted,Unweighted,771,768,10,0.18093661200486383,0.00927276554665426,0.0029323059336163796,0.12603523833703276,0.00522494963839586,0.001652274151700408,0.3807140117942881,0.016173818366583513,0.005114610450026807,0.3288267359639231,0.012201388461256388,0.003858417815406731
unweighted,Unweighted,899,896,10,0.1624756195223181,0.0076732724047820335,0.002426501790602872,0.11228944678614852,0.004301117347003203,0.0013601327300190916,0.3513834680351571,0.011689141456355384,0.0036964310893980706,0.30262546060365714,0.008205088790054752,0.002594676898048814
unweighted,Unweighted,1027,1024,10,0.1423436601972134,0.007887552130468009,0.002494262989559249,0.09889761739122603,0.004035047921056281,0.0012759941898465139,0.34685174565500887,0.011295668581961953,0.0035720040413404117,0.29575983446508286,0.008171269272494331,0.0025839822275629146
unweighted,Unweighted,1283,1280,10,0.11890384010776056,0.008370057495117657,0.002646844583113547,0.08173076221139901,0.003929940415621683,0.0012427562782113281,0.32736541840875366,0.011207008403519372,0.00354396723117686,0.2768209968163977,0.007893097127763142,0.0024960164716664583
unweighted,Unweighted,1539,1536,10,0.09948348571749524,0.007843368601027497,0.0024802909307495365,0.06828265996724732,0.004043582879445831,0.001278693180671088,0.2971415787313743,0.01261655655177076,0.003989705493191567,0.2501174431937988,0.009272224727222913,0.002932134911495786
unweighted,Unweighted,1795,1792,10,0.08565094703684518,0.0072159432457395345,0.0022818816123045035,0.05884562018844882,0.0034704517373947016,0.0010974531999855804,0.2701590245099778,0.010172016062591155,0.0032166739153605926,0.22678636428085772,0.007193747394642064,0.002274862667897108
unweighted,Unweighted,2050,2047,10,0.07717715250371675,0.00773047729609692,0.0024445915655886144,0.053540840787078846,0.003666336746609253,0.0011593974788456855,0.2645525376227645,0.012087012959761998,0.0038222491060821047,0.22125938362082193,0.008638067844574321,0.00273159689719162
unweighted,Unweighted,2307,2304,10,0.0717491520862715,0.007039187134168621,0.0022259864220126107,0.05042778207127245,0.003578710898829803,0.0011316877527570587,0.2643926620274457,0.008707550190441745,0.002753569144202885,0.22053477009051634,0.006243438582388294,0.001974348635171984
unweighted,Unweighted,2562,2559,10,0.06878578366206742,0.00803233761927818,0.002540048181237345,0.04840814053436776,0.003945868183595148,0.0012477930806952117,0.26116354132915937,0.010158199797112225,0.003212304828593495,0.2176325918715234,0.007736405393208432,0.002446466194494919
unweighted,Unweighted,2818,2815,10,0.06711235285587455,0.008437287775056257,0.002668104664347217,0.049605985792546166,0.010899232071941649,0.003446639809409179,0.2696158763432385,0.029337306849523227,0.009277271005975207,0.22425795208056482,0.024104876568623267,0.007622631267407357
unweighted,Unweighted,3074,3071,10,0.06560162372985558,0.008857551460782211,0.002801003710822338,0.048884418781723366,0.01136360580643365,0.0035934876780644807,0.2763927667878877,0.032747772821387654,0.010355755041334338,0.2295852522877663,0.026856736780116016,0.008492845874478332
unweighted,Unweighted,3330,3327,10,0.06516137179755824,0.008969104392392483,0.0028362798451780835,0.0488674619095509,0.011525091840772264,0.0036445540459462992,0.2828977950559322,0.03195355753545891,0.010104602115728667,0.23479502151584067,0.02618756867744578,0.008281236340281198
unweighted,Unweighted,3586,3583,10,0.0649249643922066,0.008923382186926081,0.00282182121428608,0.049145293381327906,0.011605839308151981,0.0036700886371673048,0.2905323049474128,0.03241462294636487,0.010250403800607096,0.24094810400377314,0.026307751365708846,0.008319241443304525
unweighted,Unweighted,3842,3839,10,0.06463977593949846,0.00896086599616466,0.002833674635543397,0.050060999532560456,0.01140874981437673,0.0036077634668453674,0.28461523615564693,0.03346883967093102,0.010583776400314236,0.2361275901909496,0.027311586547096055,0.008636682000163709
unweighted,Unweighted,4098,4095,10,0.06416234957160669,0.008996937335523446,0.0028450813946060615,0.04947290825699803,0.011574926559807254,0.003660313167816811,0.2871915934115403,0.0343987344640625,0.010877834953376894,0.2381728329225608,0.028056505414910997,0.00887224602959662
unweighted,Unweighted,4354,4351,10,0.06422316044821531,0.008957221387794733,0.002832522109180569,0.049993075880924,0.011473633736364147,0.0036282815645458594,0.293007622238027,0.034213798713757355,0.010819353134201251,0.24288513756354932,0.027867765123751678,0.008812561108965942
