working_model,noise_fraction,n_basis,validation_mean,validation_std_between_seeds,validation_observed_nrmse_mean,validation_latent_nrmse_radial_mean,validation_hidden_nrmse_3d_mean,validation_hidden_nrmse_tangential_mean,n_seed_pairs,validation_sem_between_seeds
gls_flattened,0.2,1027,1.343996607878836,0.012727343672407698,0.2624892799339119,0.18023205359874872,0.47920561259191885,0.6119367297898595,5,0.005691841124901085
gls_flattened,0.2,1283,1.3146530192780628,0.014000884923682119,0.25684976643899465,0.17096658198739462,0.4733097780440537,0.6059292638063801,5,0.006261386086901034
gls_flattened,0.2,1539,1.2933033875991067,0.012894400132295503,0.2526778259225685,0.16447338996009236,0.47102163443978984,0.6041371646921699,5,0.005766551044979005
gls_flattened,0.2,1795,1.2861142855264145,0.013547447512353901,0.2513363269572611,0.16241945189117052,0.4683696097250188,0.6009441445862567,5,0.006058602711846749
gls_flattened,0.2,2050,1.2853222087051637,0.012955073530251915,0.25123363555217487,0.16206425773168906,0.467146117191663,0.5993488544165968,5,0.005793685013430291
gls_flattened,0.4,3,2.7245978695840862,0.020129746501999314,0.9730118218010251,0.9680508463113349,1.067312331554756,1.1348023234849853,5,0.009002296309661813
gls_flattened,0.4,6,2.622832051830527,0.019655224666545814,0.9480540280257671,0.938381467923012,0.9437785950842145,0.9476279081724183,5,0.008790083693485416
gls_flattened,0.4,11,2.5967209154452555,0.018544053879576184,0.9379312035780941,0.9266736825743571,0.9425681277488206,0.9540158360951656,5,0.00829315301063021
gls_flattened,0.4,19,1.9844080457068305,0.03388077998656192,0.7293398446108615,0.6767662105893442,0.8086422712073456,0.8930358447165677,5,0.015151945436133372
gls_flattened,0.4,35,1.764005621968502,0.04041712999343424,0.6559763218061303,0.5844551490663286,0.6960140079435563,0.7676019480556961,5,0.018075090024152918
gls_flattened,0.4,67,1.6430649288206314,0.023315289288983448,0.6114809329651884,0.5268708295528143,0.6737472358021677,0.7639431230812554,5,0.010426914353047946
gls_flattened,0.4,131,1.4776992247195724,0.018390460059629615,0.5519969642049588,0.4462276166261153,0.668327179254399,0.7925220704569954,5,0.00822446376616533
gls_flattened,0.4,259,1.2773738430288926,0.008947454099722127,0.4778153990498451,0.3282375590166701,0.5990811098149493,0.7369803299013553,5,0.004001423118507571
gls_flattened,0.4,387,1.2194593214274352,0.010485717474352594,0.4567358195910967,0.29166183376826504,0.5886150338889554,0.7337466898933398,5,0.004689355413101962
gls_flattened,0.4,514,1.1876508748135755,0.008336969635850565,0.44400079242587875,0.2673736721232053,0.5697032482955865,0.7143811533313069,5,0.003728406166422706
gls_flattened,0.4,643,1.162165349215869,0.009997769426996721,0.4349988495161649,0.24961004421232524,0.5483078564810444,0.6896048417645072,5,0.004471138412426758
gls_flattened,0.4,771,1.149359782494808,0.008098972141406572,0.43036518731478546,0.23925616959412746,0.5365885446825835,0.6762389419773001,5,0.0036219704512124263
gls_flattened,0.4,899,1.1414741896148723,0.005020380892868854,0.4275720440669673,0.23348529715851307,0.5328452168301653,0.6726183888284911,5,0.002245182589879169
gls_flattened,0.4,1027,1.1354009768396447,0.0035972166875654714,0.42511684284347906,0.22842959315887712,0.5276174491203778,0.6667275158522677,5,0.0016087242086386033
gls_flattened,0.4,1283,1.1335693681804913,0.0033518910393730483,0.4245758879821378,0.22654646146625984,0.5234411296642955,0.6614884431233543,5,0.001499011243442112
