seed_pair_index,working_model,noise_fraction,n_basis,validation_selection_score,validation_observed_nrmse,validation_latent_nrmse_radial,validation_hidden_nrmse_3d,validation_hidden_nrmse_tangential
0,ols,0.05,131,8.588768679137909,0.43583628315100226,0.43403444830352406,0.6671444140793296,0.7851124547415193
0,ols,0.05,259,6.315929570864402,0.32050096738921247,0.31716142879102266,0.5834436391145571,0.7074319432815349
0,ols,0.05,387,5.591031062147768,0.28371570622608494,0.28005050393491454,0.5930278570976755,0.7307888589826045
0,ols,0.05,514,4.857676315102753,0.24650135614808646,0.24232530751435696,0.5697497979705924,0.7085331934269524
0,ols,0.05,643,4.191776543779221,0.21271112633119768,0.2078395419525212,0.5642666802405288,0.7084696717470941
0,ols,0.05,771,3.8079279101464665,0.19323207347797688,0.1872365650024581,0.5424201741481133,0.6835094589012346
0,ols,0.05,899,3.5053667291355315,0.17787845383904632,0.1712556063438305,0.5224888688819992,0.660013467620288
0,ols,0.05,1027,3.277305857602982,0.1663051790487984,0.1593344383449816,0.5090944760174594,0.6443666905086257
0,ols,0.05,1283,3.0137796390746314,0.15293313602447828,0.14471935405359304,0.48325005499637297,0.6127076464182613
0,ols,0.05,1539,2.9136102948469897,0.14785188087080256,0.13877175455046833,0.5013210215930975,0.637337551118129
0,ols,0.05,1795,2.9708469076095376,0.1507537852459427,0.14206379666602412,0.47312616238428573,0.5997581824250225
0,ols,0.05,2050,2.9731723594152437,0.15087199729178882,0.14235185905808082,0.4394111562577822,0.5553572328963213
0,ols,0.1,3,9.634691640844748,0.9738239496622675,0.9733331727204503,1.0733106298780777,1.1351471010108902
0,ols,0.1,6,9.27462917607631,0.9374308565669899,0.9362748952221506,0.9576747303766963,0.9716947780007156
0,ols,0.1,11,9.216919345750217,0.9315977854696125,0.9304072765116985,0.9630117798985179,0.9841712688323373
0,ols,0.1,19,6.679214794917748,0.6750958521268121,0.6706573554261407,0.8148590724879351,0.8983101263741075
0,ols,0.1,35,5.953199516917285,0.6017109343082097,0.5960545042845742,0.726593365730832,0.8019782929064471
0,ols,0.1,67,5.326400562691888,0.5383576953012522,0.532086651598517,0.6662787033711849,0.7424642265194561
0,ols,0.1,131,4.377557349999672,0.44245788696893734,0.4343527163587193,0.6713067900454986,0.790878857205597
0,ols,0.1,259,3.276391141755996,0.3311577914227777,0.317744884795034,0.5843771736933357,0.7085397267347388
0,ols,0.1,387,2.9338389098383906,0.29653330039647313,0.28154565929027237,0.5919487522037102,0.7289267076371325
0,ols,0.1,514,2.5884194437453094,0.2616197747723731,0.24434264329860853,0.555784001506331,0.6892816365084529
0,ols,0.1,643,2.2872780537044277,0.23118448799736882,0.21113501224521905,0.5617015999028161,0.7043623979050646
0,ols,0.1,771,2.1289716898631545,0.2151817172286091,0.1925331362459267,0.5446504067690312,0.6854395723795483
0,ols,0.1,899,2.0080563891025425,0.20296005985734902,0.17828808727090792,0.5338267429956663,0.6737525778643101
0,ols,0.1,1027,1.9241397226275445,0.1944778350510876,0.16882820123885522,0.5239016723393431,0.662290562925609
0,ols,0.1,1283,1.8461617060196955,0.18659581952084114,0.15933820653462305,0.4919860190833416,0.6217388975187009
0,ols,0.1,1539,1.7915041713777649,0.18107264961109593,0.15158530659800784,0.44202538158902177,0.5571812845676795
0,ols,0.1,1795,1.7670375149316193,0.17859866169431857,0.14862860338913042,0.44248408420414514,0.5583188126569437
0,ols,0.1,2050,1.7611219836817147,0.17800048611811248,0.14786104920431814,0.44244280669230623,0.5584004380019557
0,ols,0.2,3,4.897043727799095,0.9747710771446156,0.9732923811878771,1.0730105638937635,1.1346969701668497
0,ols,0.2,6,4.721196814516073,0.9397685337685161,0.9362421220697451,0.9573887939804826,0.9712455194586381
0,ols,0.2,11,4.693059287299945,0.9341675727975317,0.9304583078641696,0.9629828512310254,0.9840914811170983
0,ols,0.2,19,3.4517602862468375,0.6870695465617146,0.6708386199060601,0.8163927847918299,0.9005375671314068
0,ols,0.2,35,3.1018744142233583,0.6174133570096493,0.5962353560445462,0.7268840359915774,0.8023256457482048
0,ols,0.2,67,2.8001209862535124,0.5573514456580514,0.5326072095056715,0.6669664122353179,0.7432431808530503
0,ols,0.2,131,2.351461843425019,0.4680617393778894,0.4354554032383991,0.6735608106455455,0.7936589465087134
0,ols,0.2,259,1.8579821138352723,0.36983601078450384,0.3205795740784852,0.5934595245872196,0.7201550273917255
0,ols,0.2,387,1.7157801608434433,0.3415278243236371,0.2866858711402988,0.5695839423093542,0.6971766619404477
0,ols,0.2,514,1.5761853774430197,0.3137407375876311,0.2516613642016044,0.5537369605973065,0.6847662245814546
0,ols,0.2,643,1.4623351680192165,0.2910830264573487,0.22123302613740367,0.5225420848412393,0.6499380084783309
0,ols,0.2,771,1.4120030397782681,0.2810559451758828,0.2063832142855678,0.49222283564569813,0.6127679252584338
0,ols,0.2,899,1.3786579895681774,0.2744198832530971,0.19614177310398614,0.47473434981622403,0.5916967629583648
0,ols,0.2,1027,1.3476060344890133,0.26824270395343813,0.18714264070180878,0.46645993088042886,0.5825999200009181
0,ols,0.2,1283,1.3209986198889416,0.26294764088962835,0.1779825143434701,0.45497770287991407,0.569221709913036
0,ols,0.2,1539,1.2990599711601265,0.25858286782836953,0.17060842195268563,0.4547871997510047,0.5704716412494168
