seed_pair_index,protocol,working_model,noise_fraction,test_observed_nrmse_radial,test_latent_nrmse_radial,test_hidden_nrmse_tangential,test_hidden_nrmse_3d,test_hidden_direction_error_median_deg,test_working_measurement_whitened_residual_rms,test_true_measurement_whitened_residual_rms,precision_effective_sample_size_fit,normal_matrix_condition,effective_degrees_of_freedom,coverage_model_observed_radial_68,coverage_model_observed_radial_95,coverage_model_latent_radial_68,coverage_model_latent_radial_95,coverage_model_latent_component_68,coverage_model_latent_component_95,coverage_oracle_observed_radial_68,coverage_oracle_observed_radial_95,coverage_oracle_latent_radial_68,coverage_oracle_latent_radial_95,coverage_oracle_latent_component_68,coverage_oracle_latent_component_95
0,retuned_practical,gls_correct,0.05,0.13515303884979338,0.12663964852033746,0.6527579513356387,0.4920950034481049,20.87396642364946,2.9647311316262126,2.9647311316262126,3095.9750130543853,1195760.708615916,1223.0014040919793,0.3567777777777778,0.6302222222222222,0.1967777777777778,0.3692222222222222,0.11133333333333334,0.21444444444444444,0.3567777777777778,0.6302222222222222,0.1967777777777778,0.3692222222222222,0.11133333333333334,0.21444444444444444
0,retuned_practical,gls_correct,0.1,0.1642276024662879,0.1337949679931352,0.5962675777101513,0.45166502367131106,19.09556672209865,1.7573311417230097,1.7573311417230097,3095.9750130543853,78274.03727624158,892.8681723846386,0.48644444444444446,0.7895555555555557,0.2552222222222222,0.4677777777777778,0.12411111111111112,0.24222222222222223,0.48644444444444446,0.7895555555555557,0.2552222222222222,0.4677777777777778,0.12411111111111112,0.24222222222222223
0,retuned_practical,gls_correct,0.2,0.2419843709473838,0.1493598469586765,0.6084259811241871,0.46266011301876087,20.075123076454645,1.2782194034752619,1.2782194034752619,3095.9750130543853,78274.03727624158,892.8681723846386,0.613,0.9047777777777778,0.4242222222222222,0.7115555555555555,0.23074074074074077,0.43851851851851853,0.613,0.9047777777777778,0.4242222222222222,0.7115555555555555,0.23074074074074077,0.43851851851851853
0,retuned_practical,gls_correct,0.4,0.4128969080951263,0.19924553216685123,0.6567466337596667,0.5055317474753228,23.125950001646515,1.1293211260664573,1.1293211260664573,3095.9750130543853,70106.55235476563,840.7495297267201,0.6611111111111111,0.9393333333333334,0.5685555555555556,0.8673333333333333,0.3952962962962963,0.679962962962963,0.6611111111111111,0.9393333333333334,0.5685555555555556,0.8673333333333333,0.3952962962962963,0.679962962962963
0,retuned_practical,gls_correct,0.8,0.6780760265638835,0.3302964372846618,0.8295036120460292,0.654408962705806,31.350181108694844,1.0947579707523998,1.0947579707523998,3095.9750130543853,6963.173330123381,411.99071177193696,0.6612222222222223,0.9394444444444444,0.5,0.8001111111111111,0.4511851851851852,0.743,0.6612222222222223,0.9394444444444444,0.5,0.8001111111111111,0.4511851851851852,0.743
0,retuned_practical,gls_flattened,0.05,0.13169205640252507,0.12268953409204993,0.6805667617382305,0.5119308533280466,21.818029451375207,2.746504092642448,2.9394750697530356,3998.1552476027005,2297423.884529578,1445.44017564764,0.3897777777777778,0.6723333333333333,0.24533333333333332,0.4512222222222222,0.15014814814814814,0.29074074074074074,0.3831111111111111,0.6618888888888889,0.24355555555555555,0.44555555555555554,0.14188888888888887,0.2726296296296296
0,retuned_practical,gls_flattened,0.1,0.16248056034263028,0.1316791587930122,0.6001273650635598,0.45419666293265876,19.571277149949935,1.6728307571042447,1.7625811640594196,3998.1552476027005,103347.12734588601,907.473930813116,0.49699999999999994,0.8068888888888889,0.2737777777777778,0.4925555555555556,0.13248148148148148,0.2591481481481481,0.49266666666666664,0.7925555555555556,0.27299999999999996,0.49077777777777776,0.1227037037037037,0.2405185185185185
0,retuned_practical,gls_flattened,0.2,0.24143207817973322,0.14848208403030524,0.6122475780436522,0.46530518556309225,20.52128864136117,1.2399967345183398,1.2817405620880782,3998.1552476027005,103347.12734588601,907.473930813116,0.623,0.9121111111111112,0.44155555555555553,0.7354444444444445,0.24877777777777776,0.46540740740740744,0.609,0.9044444444444445,0.4348888888888889,0.7224444444444443,0.23111111111111113,0.43403703703703705
0,retuned_practical,gls_flattened,0.4,0.4136825920131468,0.20119653495980913,0.6605251582301284,0.50858537651068,23.477501259283216,1.1078964711860306,1.1321249776916191,3998.1552476027005,91818.09340001833,853.2986012174084,0.6721111111111111,0.9444444444444445,0.5845555555555556,0.8801111111111112,0.41974074074074075,0.708074074074074,0.6626666666666666,0.9397777777777777,0.5751111111111111,0.8704444444444445,0.3904814814814815,0.674111111111111
0,retuned_practical,gls_flattened,0.8,0.6777852579881967,0.33091863389321124,0.8532817514552975,0.671188837785056,32.416569933849225,1.0724320464584693,1.0987072553201533,3998.1552476027005,4829.984294463847,415.39161093039087,0.674111111111111,0.9451111111111111,0.5207777777777778,0.8180000000000001,0.47307407407407404,0.7737407407407407,0.6596666666666667,0.940111111111111,0.5084444444444445,0.8056666666666666,0.4466666666666667,0.7424814814814815
